Sex,Gender,Age,Ethnicity,Age Group,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
1,Male,28,6,5,6118,9445,6908,9097,14557,8904,6928,14594,5917,12795,5924,7083,9800,9435,8711,10089,10858,8664,9402,12377,16918,15127
1,Male,29,6,5,11925,6142,9478,6930,9122,14594,8923,6943,14627,5930,12825,5938,7101,9824,9458,8731,10112,10882,8682,9422,12404,16954
1,Male,30,6,5,15216,11965,6159,9501,6945,9140,14618,8937,6955,14652,5941,12848,5949,7115,9843,9476,8747,10130,10901,8697,9438,12424
1,Male,31,6,5,12468,15255,11989,6169,9515,6954,9148,14632,8946,6962,14668,5947,12863,5957,7124,9855,9487,8758,10141,10913,8706,9448
1,Male,32,6,5,10115,12499,15285,12009,6178,9526,6961,9158,14648,8956,6969,14684,5954,12878,5964,7133,9868,9499,8768,10153,10925,8715
1,Male,33,6,5,8139,10130,12511,15298,12016,6180,9528,6962,9159,14651,8958,6971,14688,5955,12883,5966,7136,9871,9502,8771,10156,10928
1,Male,34,6,5,12579,8145,10133,12511,15295,12011,6176,9523,6959,9155,14645,8954,6968,14682,5953,12878,5964,7133,9868,9499,8769,10153
1,Male,35,6,6,13694,12583,8144,10131,12507,15287,12003,6172,9517,6954,9149,14635,8948,6963,14673,5950,12870,5961,7129,9863,9494,8764
1,Male,36,6,6,10616,13697,12581,8141,10126,12498,15275,11994,6167,9509,6949,9142,14625,8942,6958,14663,5945,12862,5957,7125,9857,9488
1,Male,37,6,6,13701,10615,13691,12573,8136,10117,12486,15260,11982,6162,9501,6943,9134,14612,8934,6953,14651,5941,12851,5952,7119,9849
1,Male,38,6,6,9688,13700,10611,13684,12565,8129,10108,12475,15247,11972,6156,9492,6937,9126,14600,8927,6947,14639,5936,12842,5948,7114
1,Male,39,6,6,8089,9687,13693,10605,13674,12554,8121,10098,12463,15232,11961,6150,9484,6931,9118,14587,8919,6941,14627,5931,12832,5943
1,Male,40,6,6,11782,8084,9678,13680,10593,13658,12538,8111,10086,12447,15213,11946,6143,9472,6922,9108,14570,8909,6933,14611,5925,12818
1,Male,41,6,6,8435,11773,8075,9667,13663,10579,13639,12521,8099,10072,12430,15193,11930,6135,9460,6913,9096,14552,8898,6925,14593,5917
1,Male,42,6,6,10980,8433,11767,8070,9660,13652,10569,13626,12509,8092,10062,12419,15179,11919,6129,9451,6907,9088,14540,8890,6919,14581
1,Male,43,6,6,7727,10983,8434,11764,8067,9655,13643,10563,13618,12501,8087,10057,12411,15170,11912,6125,9446,6904,9083,14533,8886,6916
1,Male,44,6,6,9613,7730,10985,8434,11763,8064,9651,13638,10559,13613,12496,8084,10053,12406,15164,11907,6123,9443,6902,9081,14529,8884
1,Male,45,6,7,12858,9616,7732,10986,8434,11759,8061,9647,13632,10554,13607,12491,8080,10049,12401,15158,11902,6120,9439,6899,9078,14525
1,Male,46,6,7,7185,12857,9614,7729,10982,8429,11750,8054,9639,13622,10547,13598,12482,8075,10043,12392,15148,11894,6116,9433,6895,9073
1,Male,47,6,7,8191,7182,12852,9609,7725,10975,8424,11741,8048,9631,13611,10538,13588,12472,8068,10035,12383,15137,11885,6111,9427,6891
1,Male,48,6,7,9839,8185,7177,12843,9602,7719,10966,8416,11729,8040,9622,13598,10529,13576,12461,8061,10027,12372,15124,11875,6106,9419
1,Male,49,6,7,6538,9831,8178,7171,12832,9593,7712,10956,8409,11718,8031,9612,13586,10519,13563,12449,8054,10018,12362,15111,11865,6101
1,Male,50,6,7,6507,6533,9822,8170,7164,12820,9584,7704,10946,8401,11707,8023,9603,13573,10509,13552,12438,8047,10010,12351,15099,11855
1,Male,51,6,7,6026,6498,6524,9807,8159,7154,12801,9571,7694,10933,8391,11691,8013,9591,13556,10497,13536,12423,8038,9999,12337,15082
1,Male,52,6,7,8543,6016,6487,6513,9790,8144,7141,12780,9555,7683,10917,8379,11673,8000,9576,13536,10482,13517,12406,8027,9986,12321
1,Male,53,6,7,5911,8527,6005,6474,6501,9770,8128,7128,12758,9539,7670,10900,8366,11655,7988,9561,13516,10466,13497,12388,8015,9972
1,Male,54,6,7,7687,5898,8507,5990,6459,6485,9747,8109,7112,12731,9520,7655,10879,8350,11632,7972,9543,13491,10447,13474,12366,8001
1,Male,55,6,8,5074,7664,5880,8481,5972,6440,6466,9718,8086,7093,12697,9495,7636,10852,8330,11604,7953,9520,13459,10423,13443,12338
1,Male,56,6,8,5778,5055,7635,5858,8450,5950,6416,6443,9684,8058,7069,12655,9465,7612,10819,8305,11568,7929,9492,13420,10393,13405
1,Male,57,6,8,4163,5753,5033,7603,5833,8414,5926,6390,6417,9645,8026,7042,12609,9431,7585,10782,8276,11529,7902,9460,13376,10359
1,Male,58,6,8,6796,4142,5725,5009,7566,5805,8374,5898,6360,6388,9602,7991,7012,12555,9391,7554,10739,8244,11483,7871,9423,13325
1,Male,59,6,8,2242,6758,4119,5693,4981,7524,5773,8328,5866,6326,6355,9553,7951,6977,12495,9347,7519,10689,8206,11431,7835,9382
1,Male,60,6,8,4666,2229,6717,4094,5659,4951,7479,5740,8280,5833,6291,6320,9501,7908,6940,12430,9300,7481,10637,8167,11376,7798
1,Male,61,6,8,4024,4635,2214,6672,4067,5622,4919,7431,5703,8229,5797,6253,6282,9445,7863,6901,12362,9249,7441,10581,8124,11318
1,Male,62,6,8,4182,3994,4601,2198,6624,4037,5581,4884,7379,5664,8173,5758,6212,6241,9385,7813,6859,12287,9194,7398,10520,8078
1,Male,63,6,8,2698,4149,3963,4565,2180,6572,4006,5538,4847,7324,5622,8113,5717,6168,6198,9321,7761,6814,12208,9136,7352,10456
1,Male,64,6,8,2439,2675,4113,3928,4526,2162,6516,3972,5492,4807,7264,5577,8050,5673,6121,6152,9252,7704,6765,12123,9073,7302
1,Male,65,6,8,3335,2415,2648,4072,3890,4481,2141,6453,3935,5441,4763,7198,5527,7978,5623,6068,6099,9174,7640,6710,12026,9002
1,Male,66,6,8,2843,3298,2388,2619,4027,3847,4433,2118,6386,3894,5385,4714,7126,5473,7901,5569,6011,6043,9089,7571,6650,11920
1,Male,67,6,9,2841,2809,3259,2360,2588,3980,3803,4382,2094,6314,3851,5326,4663,7050,5415,7818,5512,5950,5983,9000,7498,6587
1,Male,68,6,9,782,2804,2772,3216,2329,2555,3929,3754,4327,2068,6237,3804,5262,4608,6968,5353,7730,5451,5885,5918,8904,7419
1,Male,69,6,9,899,771,2763,2731,3170,2296,2519,3874,3702,4268,2040,6154,3754,5194,4549,6879,5286,7635,5385,5814,5848,8799
1,Male,70,6,9,2338,884,758,2718,2688,3120,2260,2479,3814,3646,4204,2010,6063,3699,5119,4485,6783,5213,7530,5312,5737,5771
1,Male,71,6,9,1482,2295,868,745,2670,2640,3065,2221,2437,3750,3585,4134,1977,5966,3641,5039,4415,6679,5134,7418,5234,5653
1,Male,72,6,9,1992,1452,2248,851,730,2618,2589,3006,2178,2391,3680,3519,4060,1942,5860,3577,4952,4340,6567,5049,7296,5149
1,Male,73,6,9,1297,1947,1419,2198,832,714,2561,2534,2943,2133,2342,3605,3448,3979,1904,5746,3508,4858,4259,6446,4957,7165
1,Male,74,6,9,2466,1264,1898,1384,2145,812,697,2501,2475,2875,2084,2289,3525,3372,3892,1863,5624,3435,4758,4172,6315,4858
1,Male,75,6,9,4191,2397,1230,1846,1347,2088,791,679,2437,2412,2803,2033,2233,3439,3292,3800,1819,5494,3356,4650,4079,6176
1,Male,76,6,9,51,4061,2324,1193,1791,1307,2027,768,660,2368,2345,2726,1977,2173,3347,3205,3701,1772,5355,3272,4535,3979
1,Male,77,6,9,1360,49,3922,2246,1153,1731,1264,1961,744,639,2294,2272,2642,1918,2108,3249,3111,3595,1722,5204,3181,4410
1,Male,78,6,9,0,1307,47,3772,2161,1110,1668,1218,1891,717,616,2215,2195,2553,1853,2038,3142,3011,3480,1668,5041,3083
1,Male,79,6,9,2215,0,1251,45,3614,2072,1064,1600,1169,1816,689,593,2130,2111,2457,1785,1963,3028,2903,3357,1609,4867
1,Male,80,6,9,0,2107,0,1191,43,3445,1976,1016,1528,1117,1736,659,567,2040,2023,2355,1712,1884,2907,2788,3225,1547
1,Male,81,6,9,507,0,1993,0,1128,41,3267,1875,965,1452,1062,1652,628,540,1944,1928,2246,1633,1799,2777,2665,3085
1,Male,82,6,9,580,476,0,1874,0,1062,38,3079,1769,911,1371,1004,1562,594,511,1841,1828,2131,1550,1708,2639,2534
1,Male,83,6,9,273,540,443,0,1748,0,992,36,2881,1657,853,1286,942,1467,558,481,1733,1722,2008,1462,1612,2493
1,Male,84,6,9,774,252,499,409,0,1617,0,919,33,2674,1539,793,1196,877,1367,521,449,1619,1610,1879,1369,1511
1,Male,85,6,9,0,706,230,456,374,0,1482,0,844,30,2460,1417,731,1103,810,1263,481,415,1499,1492,1743,1271
1,Male,86,6,9,469,0,637,208,412,339,0,1344,0,767,28,2239,1291,667,1007,740,1155,441,381,1376,1370,1602
1,Male,87,6,9,254,417,0,568,186,368,303,0,1204,0,689,25,2015,1163,602,909,669,1045,399,345,1249,1245
1,Male,88,6,9,0,223,366,0,500,163,325,268,0,1066,0,611,22,1791,1035,536,811,597,934,357,309,1120
1,Male,89,6,9,393,0,192,316,0,433,142,282,233,0,929,0,534,19,1569,908,471,713,526,824,315,274
1,Male,90,6,9,57,333,0,163,269,0,370,121,241,199,0,797,0,459,17,1354,785,407,618,456,716,274
1,Male,91,6,9,0,47,276,0,136,224,0,309,102,203,168,0,672,0,388,14,1148,666,346,527,389,612
1,Male,92,6,9,130,0,38,225,0,111,184,0,254,84,167,138,0,556,0,322,12,955,555,289,440,326
1,Male,93,6,9,0,103,0,30,179,0,89,147,0,204,67,135,112,0,450,0,261,10,778,453,236,360
1,Male,94,6,9,0,0,80,0,24,139,0,69,115,0,160,53,106,88,0,355,0,207,8,619,361,189
1,Male,95,6,9,416,0,0,60,0,18,105,0,52,87,0,122,40,81,67,0,274,0,160,6,480,281
1,Male,96,6,9,0,304,0,0,44,0,13,77,0,39,64,0,91,30,60,50,0,205,0,120,4,362
1,Male,97,6,9,0,0,215,0,0,31,0,9,55,0,28,46,0,65,22,44,36,0,149,0,88,3
1,Male,98,6,9,0,0,0,146,0,0,21,0,6,38,0,19,32,0,45,15,30,25,0,104,0,62
1,Male,99,6,9,0,0,0,0,96,0,0,14,0,4,25,0,13,21,0,30,10,20,17,0,70,0
1,Male,100,6,9,0,0,0,0,0,60,0,0,9,0,3,16,0,8,14,0,19,6,13,11,0,45
1,Male,101,6,9,0,0,0,0,0,0,36,0,0,5,0,2,10,0,5,8,0,12,4,8,7,0
1,Male,102,6,9,0,0,0,0,0,0,0,21,0,0,3,0,1,6,0,3,5,0,7,2,5,4
1,Male,103,6,9,0,0,0,0,0,0,0,0,11,0,0,2,0,1,3,0,2,3,0,4,1,3
1,Male,104,6,9,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,2,0,1,1,0,2,1
1,Male,105 - 109,6,9,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,1,1,0,2
1,Male,110 and over,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Female,0,1,1,271343,271296,269003,266389,264882,264126,263071,262012,260863,260074,259678,258626,258603,258496,258829,258898,260680,262807,265225,267800,270341,272545
2,Female,1,1,1,275864,273203,273014,270657,267981,266410,265594,264535,263476,262324,261532,261135,260078,260053,259940,260269,260330,262113,264240,266661,269236,271778
2,Female,2,1,1,289357,278416,275656,275372,272928,270162,268508,267688,266622,265557,264401,263603,263203,262134,262104,261983,262305,262355,264138,266265,268686,271259
2,Female,3,1,1,308375,291696,280581,277796,277427,274902,272058,270400,269577,268504,267432,266270,265467,265063,263984,263950,263820,264134,264174,265957,268085,270507
2,Female,4,1,1,293996,310548,293654,282452,279644,279197,276601,273751,272087,271262,270183,269105,267938,267131,266725,265636,265597,265461,265768,265798,267582,269710
2,Female,5,1,1,309769,295839,312334,295325,284049,281216,280702,278100,275246,273577,272749,271667,270583,269410,268600,268191,267094,267051,266908,267209,267232,269016
2,Female,6,1,1,321903,311412,297283,313800,296695,285354,282499,281978,279370,276512,274841,274009,272923,271836,270659,269846,269434,268329,268283,268136,268431,268447
2,Female,7,1,1,315379,323369,312732,298504,315036,297847,286449,283619,283091,280479,277617,275945,275108,274019,272929,271748,270933,270518,269408,269358,269207,269497
2,Female,8,1,1,317296,316689,324632,313931,299613,316157,298892,287481,284674,284140,281524,278658,276984,276144,275052,273959,272775,271956,271540,270426,270373,270218
2,Female,9,1,1,315674,318547,317812,325772,315015,300609,317165,299868,288448,285662,285121,282501,279632,277956,277114,276019,274923,273736,272915,272496,271375,271321
2,Female,10,1,1,309868,316927,319683,318884,326862,316048,301561,318164,300835,289404,286639,286095,283471,280598,278919,278075,276977,275879,274688,273864,273445,272319
2,Female,11,1,1,314455,311197,318169,320869,320005,328000,317127,302595,319250,301887,290444,287702,287153,284523,281646,279966,279119,278018,276916,275723,274895,274475
2,Female,12,1,1,301446,315900,312543,319480,322119,321185,329200,318308,303726,320438,303038,291582,288866,288309,285676,282795,281113,280261,279157,278051,276854,276023
2,Female,13,1,1,289032,302909,317288,313877,320779,323356,322354,330433,319520,304888,321659,304220,292749,290060,289496,286858,283971,282288,281434,280326,279217,278016
2,Female,14,1,1,279991,290378,304213,318558,315097,321966,324485,323459,331598,320669,305987,322812,305338,293855,291191,290619,287978,285086,283401,282544,281433,280320
2,Female,15,1,1,282943,281366,291669,305494,319806,316290,323126,325631,324580,332779,321832,307103,323984,306473,294977,292339,291760,289114,286218,284530,283671,282556
2,Female,16,1,2,284692,284428,282734,292981,306793,321065,317495,324339,326827,325751,334014,323049,308268,325208,307660,296149,293540,292953,290303,287403,285712,284849
2,Female,17,1,2,275437,286541,286125,284329,294509,308298,322523,318943,325797,328266,327158,335499,324510,309668,326678,309085,297558,294980,294386,291730,288825,287131
2,Female,18,1,3,282062,277966,289008,288423,286486,296566,310326,324563,320969,327837,330279,329127,337576,326555,311626,328735,311077,299529,296995,296388,293724,290812
2,Female,19,1,3,301382,286251,282039,293019,292162,289982,299907,313751,328011,324392,331282,333677,332454,341082,330006,314931,332205,314437,302851,300390,299763,297086
2,Female,20,1,4,309000,307012,291459,287126,298019,296799,294315,304209,318160,332448,328799,335718,338054,336737,345595,334447,319183,336671,318761,307126,304759,304104
2,Female,21,1,4,319802,313505,311416,295527,291071,301843,300319,297739,307606,321643,335953,332281,339220,341510,340121,349161,337956,322545,340201,322179,310504,308213
2,Female,22,1,4,332735,324043,317440,315262,299051,294432,305077,303442,300778,310623,324734,339065,335371,342329,344577,343123,352325,341070,325529,343333,325213,313504
2,Female,23,1,4,342692,337451,328452,321558,319280,302693,297909,308621,306865,304107,313927,328121,342474,338756,345736,347937,346412,355790,344482,328796,346765,328538
2,Female,24,1,4,356683,346499,340921,331694,324559,322147,305270,300523,311285,309437,306609,316410,330665,345035,341299,348295,350462,348883,358393,347046,331251,349343
2,Female,25,1,5,355559,359387,348890,343087,333681,326334,323808,306873,302151,312944,311040,308166,317956,332247,346629,342880,349887,352034,350421,360014,348641,332781
2,Female,26,1,5,373049,357850,361536,350816,344825,335246,327731,325248,308263,303561,314383,312428,309517,319296,333620,348010,344253,351267,353394,351756,361420,350024
2,Female,27,1,5,386400,375384,359893,363502,352589,346409,336686,329149,326711,309674,304993,315843,313839,310888,320656,335012,349411,345645,352669,354776,353108,362847
2,Female,28,1,5,387794,388512,377305,361615,365160,354059,347723,337995,330440,328042,310961,306300,317174,315124,312136,321895,336280,350687,346912,353943,356033,354339
2,Female,29,1,5,377250,389753,390297,378980,363120,366588,355333,348972,339238,331665,329303,312183,307539,318436,316344,313321,323071,337482,351897,348114,355152,357226
2,Female,30,1,5,368983,378898,391233,391681,380273,364255,367661,356377,349996,340257,332670,330341,313187,308561,319477,317348,314295,324037,338471,352891,349103,356147
2,Female,31,1,5,377077,370043,379824,392072,392441,380948,364822,368254,356954,350563,340824,333230,330923,313749,309134,320060,317911,314842,324578,339025,353446,349655
2,Female,32,1,5,376423,377948,370763,380481,392656,392950,381389,365250,368702,357389,350991,341252,333655,331366,314178,309574,320508,318341,315260,324990,339448,353867
2,Female,33,1,5,359243,377354,378728,371466,381131,393230,393462,381912,365759,369233,357907,351499,341760,334158,331888,314687,310093,321038,318850,315755,325478,339946
2,Female,34,1,5,362318,360003,378025,379321,371996,381603,393642,393880,382343,366176,369670,358335,351918,342180,334575,332323,315111,310528,321481,319275,316168,325884
2,Female,35,1,6,351620,362949,360518,378504,379733,372350,381908,393946,394191,382664,366491,370002,358658,352237,342503,334893,332659,315438,310865,321823,319605,316487
2,Female,36,1,6,355112,352313,363532,361041,378998,380159,372724,382291,394331,394581,383067,366884,370416,359062,352633,342902,335289,333075,315843,311283,322248,320011
2,Female,37,1,6,354324,355795,352898,364067,361525,379446,380547,373114,382693,394732,394992,383488,367295,370848,359485,353049,343322,335704,333512,316269,311719,322693
2,Female,38,1,6,355953,354802,356190,353248,364375,361785,379671,380767,373337,382924,394959,395224,383735,367538,371108,359740,353298,343577,335960,333784,316538,311997
2,Female,39,1,6,353802,356316,355090,356436,353460,364539,361912,379803,380892,373467,383058,395091,395361,383887,367689,371274,359904,353462,343746,336129,333968,316723
2,Female,40,1,6,341843,354247,356689,355424,356733,353714,364753,362125,380027,381110,373688,383286,395317,395593,384134,367931,371537,360162,353716,344007,336393,334249
2,Female,41,1,6,322034,342223,354548,356953,355653,356924,353872,364908,362281,380191,381271,373854,383456,395485,395767,384325,368123,371744,360369,353920,344215,336604
2,Female,42,1,6,312546,322404,342506,354781,357151,355816,357056,354010,365043,362418,380335,381409,373998,383607,395631,395922,384496,368294,371935,360557,354108,344411
2,Female,43,1,6,322190,312923,322722,342764,354989,357324,355959,357203,354162,365192,362570,380496,381564,374160,383776,395795,396096,384687,368486,372145,360765,354316
2,Female,44,1,6,342465,322411,313098,322863,342851,355028,357335,355975,357223,354188,365214,362597,380525,381589,374193,383815,395828,396137,384749,368550,372226,360850
2,Female,45,1,7,339880,342703,322596,313262,322995,342926,355057,357365,356011,357266,354237,365258,362646,380579,381640,374252,383880,395887,396204,384839,368642,372336
2,Female,46,1,7,362721,340152,342944,322807,313456,323154,343025,355140,357452,356103,357365,354344,365362,362753,380694,381752,374372,384008,396009,396336,384992,368801
2,Female,47,1,7,381578,362920,340328,343105,322945,313580,323246,343089,355189,357503,356161,357429,354417,365432,362827,380775,381827,374458,384101,396100,396435,385114
2,Female,48,1,7,415079,381698,363026,340430,343195,323016,313642,323305,343120,355201,357522,356185,357460,354458,365469,362871,380825,381872,374513,384164,396158,396505
2,Female,49,1,7,398909,415171,381773,363106,340510,343264,323069,313715,323376,343159,355224,357550,356220,357503,354511,365517,362924,380886,381930,374583,384240,396229
2,Female,50,1,7,407777,398903,415112,381725,363069,340481,343224,323050,313716,323374,343125,355170,357502,356181,357472,354491,365492,362906,380870,381912,374579,384242
2,Female,51,1,7,418349,407636,398754,414921,381555,362914,340342,343101,322951,313642,323295,343012,355038,357374,356064,357361,354393,365389,362811,380777,381817,374497
2,Female,52,1,7,428284,418051,407318,398443,414571,381239,362620,340095,342870,322750,313465,323113,342795,354802,357144,355845,357149,354195,365184,362614,380577,381615
2,Female,53,1,7,418380,427806,417565,406836,397973,414057,380774,362206,339735,342523,322439,313183,322822,342468,354456,356803,355514,356827,353887,364866,362307,380263
2,Female,54,1,7,429735,417801,427196,416962,406241,397390,413432,380228,361715,339302,342105,322060,312835,322466,342071,354040,356392,355116,356438,353513,364481,361933
2,Female,55,1,8,428378,428995,417068,426441,416224,405513,396684,412702,379583,361130,338782,341599,321601,312408,322029,341592,353537,355896,354633,355962,353056,364012
2,Female,56,1,8,416160,427565,428160,416254,425607,415407,404711,395927,411917,378893,360505,338224,341055,321107,311952,321560,341078,352998,355363,354114,355451,352565
2,Female,57,1,8,415050,415304,426659,427244,415364,424692,414513,403858,395120,411083,378156,359840,337633,340480,320583,311468,321062,340531,352425,354796,353563,354909
2,Female,58,1,8,393027,414089,414314,425626,426200,414349,423653,413521,402909,394223,410155,377336,359095,336968,339831,319993,310918,320500,339915,351780,354158,352943
2,Female,59,1,8,380887,391999,412975,413183,424448,425014,413199,422500,412420,401855,393223,409119,376419,358261,336220,339101,319327,310296,319863,339219,351054,353440
2,Female,60,1,8,372636,379758,390807,411700,411893,423109,423668,411918,421213,411191,400676,392104,407962,375391,357322,335375,338274,318571,309585,319138,338432,350232
2,Female,61,1,8,367917,371341,378425,389412,410215,410396,421563,422140,410461,419749,409789,399331,390821,406639,374209,356235,334393,337308,317685,308750,318283,337512
2,Female,62,1,8,359761,366496,369894,376941,387865,408569,408740,419879,420476,408871,418153,408258,397864,389420,405193,372916,355044,333313,336247,316711,307831,317343
2,Female,63,1,8,347000,358250,364931,368306,375311,386166,406767,406953,418058,418676,407153,416426,406603,396278,387903,403628,371517,353756,332144,335094,315654,306833
2,Female,64,1,8,332900,345391,356564,363192,366542,373508,384292,404804,405008,416078,416718,405282,414544,404798,394548,386247,401921,369990,352346,330863,333831,314494
2,Female,65,1,8,333875,331061,343465,354562,361143,364471,371400,382137,402551,402775,413806,414472,403135,412379,402719,392552,384332,399946,368215,350698,329355,332341
2,Female,66,1,8,329909,331599,328814,341132,352157,358697,362013,368923,379612,399917,400167,411156,411851,400624,409844,400279,390204,382071,397618,366112,348733,327546
2,Female,67,1,9,324790,327413,329098,326348,338574,349524,356024,359344,366234,376870,397057,397335,408280,409006,397895,407090,397627,387654,379615,395088,363825,346593
2,Female,68,1,9,323516,322108,324716,326396,323682,335815,346685,353158,356481,363349,373929,393990,394299,405193,405951,394966,404136,394780,384916,376977,392371,361369
2,Female,69,1,9,333298,320500,319128,321723,323406,320735,332768,343567,350012,353341,360184,370703,390625,390967,401809,402602,391753,400891,391654,381908,374079,389386
2,Female,70,1,9,339191,329750,317121,315792,318378,320063,317445,329387,340109,346524,349861,356676,367130,386900,387278,398063,398893,388194,397296,388187,378572,370859
2,Female,71,1,9,359404,335103,325816,313373,312093,314671,316363,313817,325658,336296,342678,346021,352809,363192,382796,383214,393935,394806,384272,393332,384364,374891
2,Female,72,1,9,389639,354534,330617,321498,309260,308032,310604,312317,309848,321578,332126,338475,341823,348580,358885,378306,378771,389422,390337,379979,388993,380179
2,Female,73,1,9,291615,383694,349198,325696,316763,304749,303580,306159,307891,305508,317117,327565,333877,337231,343954,354173,373396,373910,384481,385445,375279,384242
2,Female,74,1,9,283524,286638,377142,343312,320266,311536,299768,298674,301258,303015,300722,312200,322539,328811,332172,338856,348982,367986,368554,379038,380053,370099
2,Female,75,1,9,281111,278046,281152,369939,336834,314287,305778,294286,293273,295867,297648,295451,306785,317006,323233,326601,333244,343265,362028,362657,373047,374115
2,Female,76,1,9,262114,275023,272084,275177,362102,329779,307775,299514,288322,287397,289997,291807,289715,300892,310983,317158,320534,327128,337035,355534,356226,366511
2,Female,77,1,9,229020,255684,268336,265537,268617,353510,322043,300634,292642,281778,280944,283552,285392,283414,294418,304367,310487,313868,320407,330190,348398,349158
2,Female,78,1,9,207928,222680,248665,261037,258386,261448,344135,313601,292837,285134,274623,273889,276504,278376,276522,287335,297127,303185,306573,313050,322696,340585
2,Female,79,1,9,211471,201491,215834,241075,253142,250647,253689,333985,304458,284392,277000,266871,266243,268866,270769,269049,279652,289273,295260,298652,305060,314552
2,Female,80,1,9,210162,204075,194504,208403,232839,244568,242241,245260,322962,294523,275211,268154,258437,257922,260550,262487,260911,271283,280713,286624,290016,296347
2,Female,81,1,9,199821,201840,196057,186927,200341,223904,235266,233121,236112,310994,283729,265230,258534,249262,248867,251499,253467,252046,262168,271386,277211,280600
2,Female,82,1,9,187024,190841,192843,187385,178726,191616,214227,225191,223236,226194,298020,272020,254399,248087,239295,239026,241658,243659,242403,252247,261233,266958
2,Female,83,1,9,174791,177458,181165,183143,178030,169871,182190,203775,214303,212546,215462,283977,259339,242658,236756,228480,228344,230974,233006,231922,241460,250192
2,Female,84,1,9,156526,164577,167181,170763,172708,167958,160333,172039,192511,202564,201011,203874,268812,245634,229962,224498,216772,216770,219393,221456,220553,229753
2,Female,85,1,9,144302,146056,153678,156203,159643,161545,157179,150119,161164,180439,189970,188627,191426,252521,230897,216300,211296,204154,204290,206899,208989,208276
2,Female,86,1,9,132899,133265,134995,142145,144581,147857,149706,145742,139274,149607,167601,176569,175439,178157,235147,215168,201708,197186,190659,190933,193519,195626
2,Female,87,1,9,122067,121292,121729,123419,130063,132391,135486,137269,133717,127863,137437,154072,162435,161518,164139,216784,198528,186256,182233,176348,176756,179308
2,Female,88,1,9,110859,109913,109318,109815,111446,117551,119753,122648,124352,121217,115992,124766,139974,147693,146982,149490,197582,181110,170065,166551,161326,161862
2,Female,89,1,9,94671,98326,97566,97136,97676,99229,104767,106826,109504,111112,108392,103797,111743,125472,132513,131998,134375,177759,163106,153313,150305,145748
2,Female,90,1,9,83370,82560,85810,85222,84936,85503,86963,91917,93816,96259,97756,95443,91470,98565,110783,117122,116788,119014,157601,144776,136236,133726
2,Female,91,1,9,68381,71366,70715,73556,73122,72962,73536,74884,79240,80965,83157,84532,82607,79239,85475,96176,101797,101624,103683,137463,126437,119131
2,Female,92,1,9,58903,57373,59897,59387,61827,61524,61466,62027,63248,67009,68547,70482,71719,70156,67363,72747,81955,86855,86820,88694,117748,108458
2,Female,93,1,9,48431,48357,47105,49193,48809,50859,50665,50682,51213,52294,55477,56821,58494,59586,58351,56088,60650,68415,72611,72684,74361,98868
2,Female,94,1,9,37307,38843,38775,37774,39464,39184,40867,40758,40826,41314,42247,44880,46028,47443,48387,47440,45654,49435,55847,59363,59518,60988
2,Female,95,1,9,29021,29192,30379,30320,29541,30874,30677,32027,31980,32078,32508,33293,35418,36375,37544,38339,37637,36267,39330,44503,47384,47591
2,Female,96,1,9,23122,22104,22223,23117,23067,22478,23500,23369,24422,24416,24527,24893,25534,27206,27981,28921,29573,29072,28053,30471,34539,36842
2,Female,97,1,9,17798,17082,16321,16400,17051,17011,16579,17340,17258,18054,18074,18182,18481,18988,20264,20872,21607,22126,21782,21052,22907,26012
2,Female,98,1,9,13182,12704,12185,11637,11685,12144,12112,11806,12353,12305,12888,12918,13015,13250,13636,14576,15037,15591,15990,15766,15263,16642
2,Female,99,1,9,8693,9061,8725,8365,7984,8011,8323,8298,8090,8467,8443,8852,8885,8965,9143,9424,10091,10427,10828,11125,10989,10657
2,Female,100,1,9,3809,5738,5976,5750,5510,5256,5269,5472,5453,5319,5569,5558,5833,5863,5925,6052,6249,6703,6938,7217,7428,7350
2,Female,101,1,9,2352,2406,3621,3769,3623,3471,3307,3314,3441,3427,3344,3502,3498,3676,3699,3743,3831,3961,4257,4413,4599,4742
2,Female,102,1,9,1594,1417,1448,2177,2265,2176,2083,1984,1986,2063,2052,2004,2099,2098,2207,2225,2254,2311,2393,2576,2674,2795
2,Female,103,1,9,985,912,810,828,1243,1294,1241,1187,1131,1132,1174,1168,1140,1194,1194,1259,1270,1289,1322,1373,1480,1539
2,Female,104,1,9,579,534,493,438,448,672,699,669,640,609,610,632,629,614,642,643,679,685,697,716,745,805
2,Female,105 - 109,1,9,600,562,523,486,441,425,530,615,617,597,570,568,585,582,566,583,577,612,622,639,651,664
2,Female,110 and over,1,9,12,7,7,6,6,5,5,4,4,4,3,5,5,5,5,5,5,4,4,4,5,5
2,Female,0,2,1,20134,20943,21670,22320,23025,23767,24840,25769,26766,27971,28724,30534,31756,33038,34238,35827,36073,36368,36702,37059,37410,37715
2,Female,1,2,1,18918,20272,21075,21804,22453,23158,23899,24979,25913,26916,28127,28886,30705,31934,33223,34428,36025,36272,36566,36901,37257,37609
